lable_bert,label_lr,text
LIJ,PMS,E u cumençò a giasciâ.
NAP,VEC,"Ma quànne stè partève me fèce nù giuramènde, dìcije ca àppene tùrnave me chiamàve me telefunàve addò m'haddà tèlefunàje sòtte aù Pònde dè Pètre ehehehe quànde sò stuèdeche!Mettendo la mano sulla testa del suo cagnolino lo tira a sé per tenerlo più vicino al caldo, ma forse anche per scaldarsi lui un po'."
SC,NAP,"Sei atteso con gioia, ed avrai ogni cura, sia pure in miseria."
SCN,VEC,se scusavu Baldassarru.
SCN,NAP,"A Napule, chî mericani se truvava tutto chello ca vulivi, accattanno o arrubbanno."
VEC,LLD,El scior Gustavo l à scomenzà a se fei su na ciasa duta soa.
VEC,NAP,"Epò, ei anche da me lagnà de chesto:"
LMO,PMS,Podone dorà sa contra i nostre nemighe?
SC,LLD,Es ea veces e straches.
LMO,LIJ,... Saiâ l'effettu de l'ægua saa.
ROA_TARA,NAP,Quènne u sàule ha sparescìute 'ntutte Jé u salìute cu penzèire e le deche :
LLD,VEC,"El saea ce na anbiziosa, ingorda e catia che r ea deentada ra sò femena."
VEC,ROA_TARA,el Fante de Piche.
SCN,LIJ,ripete' u Gattu.
LMO,SCN,in del 1842 i Bagni Diana la prima pi scina pubblica in la penisola;
LIJ,VEC,E sapiate che zaschaduno de queli vaseli d'oro è de gran priexio;
LMO,PMS,sa che caeld dal volti a vagh via s e' panciòt e i suld jarvaenza ma caesa t e' giubètt.
LLD,SC,In chera m à mancià l fiado e son tomade un sora l outro.
LLD,VEC,"Co te rues intrà i brascioi, copera e col marsango tiri fora l cuore e portemelo ca, par me proà che r é morta."
LMO,LIJ,"do da cinquaenta, éun da dis, do da zoinch e eun da dò."
EML,LMO,In sém al bzòl an gh'é gnàn piò la quèrsa:
LLD,VEC,"Canche i à tirà fora dai ciaei el petin invelenà, Biancognee ra s à tornà e ra i à contà chel che i ea suzedù."
NAP,ROA_TARA,"Ci ame la mùseche nan r'abbandaune, se re tène vecéne o còre, pe regalalle préisce e amòre."
VEC,PMS,ci mancavo dal secolo passato.
VEC,NAP,El sà anche chesto!
LMO,PMS,Ma piroles o polar?
VEC,PMS,Scotà ce che m ei pensà:
EML,LMO,"Puvràtt mé, a pinsé, mo con mî gran maravajja la schèrpa l'andé żå sänza inción armåur."
VEC,NAP,"Ed in un batterdocchio eccoli a Napoli, in mezzo piazza Dante."
NAP,LMO,ma tecchete na belva nfuriata me trovo 'e faccia ... e comme me fissava:
PMS,FUR,Cemût lavoraraial il gnûf president?
SC,LIJ,E percose m'ei acatòu?
LIJ,FUR,"E mandavali driedo, quando egli andavano, alchuno sechretamente che chonsiderase quello fosse plui ardito e plui valente."
LLD,VEC,ansera son ruà inpionbà e m ei ciapà l sfardor.
LMO,LLD,"Te preon, no i daerse pi a negun e no te bete sun funestra i à radà ordin danoo."
NAP,ROA_TARA,Naaa e addò ha sciute a spiccià mò! Macom'è ije me pènzave ca stàve cù vùje!
LIJ,VEC,fanni bun viagiu e tanti salüti a caza.
LLD,VEC,"Storieles come chestes in sei zento, mile Un dì ve res conto dutes, da ra prima fin r ultima."
NAP,PMS,lassa 'a fa..
VEC,LMO,"Balota, ma stomeelo coscì tanto un areoplano sul brascion de Nadà?"
LLD,VEC,e ra pena r à scomenzà a core danoo.
LLD,VEC,"Ruades a ciasa, ra olpe ra s à fato na gran magnada de pites e alcuantes ra s à betudes inze un saco par se res portà via."
LMO,VEC,coscì no podon sbarà.
LIJ,VEC,"L'uno aveva nome fra' Nicolò da Vizenza, l'altro frar Guielmo da Tripolli, et erano molto savii e valenti homeni."
SCN,LIJ,u piggiò viviscima parte ou cuntu:
SCN,SC,Riproduci musica ra Netflix
SC,VEC,"Vieni dai, è pronta la cena della Vigilia e dobbiamo stare tutti insieme vatti a sedere affianco a mamma, ma prima dalle un bacio."
LLD,LIJ,"intor ogni ruja in ea anche zento, che es ra tazaa pa ra fei core."
EML,PMS,"Mò l'udaur tla bàursa e mi loibri ad Walter l'è arvænz, l'udaur dla crema e dla nòsta gioventó."
SCN,LIJ,Mi nu mou possu credde.
LMO,LLD,Damandeme ce che vos e ió te scotarei.
LIJ,SC,mancu 'na pitança de veççe.
VEC,LLD,"del lunes, 'sì su par un brascion de ciariejes e me fei na bela magnada;"
LLD,VEC,Ma l pulman el no passa agnoche no n é ra strada.l craia chel noios co ra so ojeta stonada.
SCN,LMO,Alua cos'u fa?
SCN,NAP,Riproduci Rich sex ncoppa Iheart
NAP,VEC,Ra 'sente r é stufa dei buje storte.
VEC,LLD,No t asto inacorto che l é duto che toma 'sò e pioe inze dal cuerto?
SCN,LIJ,Perché a me fava cadu.
LLD,LMO,"No digo mia ra rees, de cheres pos anche fei demanco, ma l nas, ce ve costelo?"
SCN,LLD,Cobinan è una zità molto grande.
SCN,LIJ,"Bun giurnu Pinocchiu disse a Vurpe, saiandulu cun bellu gaibu."
LLD,VEC,"Scior Ricardo, parcé m aeo fato ra goba?"
LLD,VEC,"Ió son ormai massa vecio par proà a scanpà l i à respondù Ruubi, ma tu te sos 'soen e sbalzin."
LMO,LIJ,Ancö l'é inpuscibile:
NAP,VEC,Io so' felice!
SCN,NAP,E pecché nun se pote fa?disse Casperu nu pocu nfumatu:
SCN,VEC,Saggiai la Raffo e lo pane di Altamura conobbi amici e vidi sole e mare per questo ed altro la mia passione dura e in altro luogo non amerei restare.
LLD,VEC,"Canche l leon el sin và, ra tigres es taca a barestà dutes insieme."
EML,SCN,"E vuèter dû, chi sîv?"
LLD,VEC,"Dapò de ra sepoltura, i s à saludà e i sin é 'sude dute pa ra sò strada."
NAP,SCN,"Chi tocca e vasa 'na medaglia 'attone da , ammaccata e cusuta vicino a 'na cammisa."
NAP,SC,"Sarrà chi sa che, pe chi 'a guarda."
NAP,SCN,ogni cumpunimento e n'arrecrio.
LLD,VEC,Ei machines da vende l à dito.
VEC,LLD,El pesceto l é ruà là dal lido a caaloto de na gran onda e l à damandà:
SCN,LLD,"te la prima difriscàta, te la prima piritàta ca buscài."
VEC,LMO,"Chome misier Marcho vete chotante cosse, e chome lui le fè' scriver in questo libro."
SC,NAP,"E così mi hanno apprezzato come vero ambasciatore di amicizia, d'allegria, giovinezza e molto amore."
LIJ,VEC,E da quello Alodin in zia nonn è nesuno Vechio né de quelli assasini in quel luogo.
LLD,VEC,"Me piaje tanto l ziel, co ra luna, ra steles, e duto l resto."
LLD,VEC,"Babo, no me contento pi de esse ra rejina."
NAP,VEC,"'O giudio:Ascoltatemi, seppelliamola qui:"
LIJ,SCN,"Appéna chiudère l'uocchi pe sèmbe, véddere na carrozza tandu bèlla ca r'aspettava."
LLD,VEC,"se ra testa falades, pienes de idea falades, se res podesse desvidà e canbià come i pere s ciopade."
PMS,EML,as êra magnè e bvó in abundanza;
VEC,LLD,"Gian Luigi l é finamai 'sù a se scentà sui sò 'senoe, che l no suzedea da almanco doi ane."
VEC,NAP,"Una areota, se capisce."
SCN,LIJ,Muntighe turna a cavallu e n'aggi puiia.
SCN,NAP,"Geppettu, nu m'ôfendei;"
LLD,VEC,Le zente della zità à la lezie de Machometo.
VEC,NAP,"Oiuto Signor, ma ce 'suoia elo mo?"
VEC,LIJ,"E chomenzò a regniar innel milleximo che chore, MCCLXXXVIII, sì che ello, regniando XLII ani, e pò esser de etade de LXXXV."
LIJ,SCN,U Pinocchiu u l'arivaa l'izua di Avie indüstriuze e u ritröva a Fue'.
LIJ,VEC,egli sono grandi chome perdixe e àno i pie' chome papagali e volano molto.
LIJ,LMO,A Fue' a ghe levò l'uêgê.
SCN,NAP,"Questo, rimpetto, è il caffè Diodati."
EML,LMO,"Cal dåulz che lé, lî al le ciamèva La cacca del principino."
LLD,LIJ,"Anche ra nona, sta ota, ra ride."
LLD,VEC,Viestida da zigoiner r é 'suda fin là da ra ciasa dei nanete.
LLD,VEC,'Sò par pede r aea doi famesc in mondura e un grun de cameriere che i ra spetaa.
VEC,NAP,La statua qui davante cosa l'è?
LLD,VEC,El scior Boemondo l é un òn da ride...Ce che l no s inventa par fei smatisà ra famea!
VEC,LLD,"Ma, ancuoi come ancuoi, l é da i tende a ci che te manazea."
VEC,PMS,Eeelo aaanche l Jajato?
NAP,SCN,Tu mm' 'o ddice cu sta voce ca tremma ogne tanto.
LIJ,LLD,E luqué chi êl?.
SCN,NAP,"Casparì, quannu v'aggiu vistu n'ata vota, a te e Baldassarru, m'aggiu arrecurdatu de quiddru Crjaturu dind'a la mangiatora."
LLD,VEC,"r à craià ra rejina, come l bisc."
VEC,NAP,Ce elo chera soracuerta?
LIJ,SCN,"ma u Pinocchiu, doppu aveine assazòu 'na buccunâ ua spüò."
LLD,VEC,"Tajé vosoutre inveze, e inparà ra musica da chel ouzeluco."
LLD,VEC,De seguro ra rejina catia ra vienarà a saé che te sos ancora viva e ra vienarà alolo a vede de te par te copà.
NAP,ROA_TARA,É jjidde devedétte ê figghje a proprietä.
LMO,VEC,vive in int vive.
SC,VEC,"E nella sua voce tutto il peso di un destino che di gioia, o di morte, è comunque impietoso."
NAP,PMS,"Pupapa Pupa, bambola."
LIJ,VEC,In queste diexe zornate nonn è abitazion niuna se non alchuni luogi.
LLD,VEC,Chel zanco inze ra scarsela zanca.
SC,VEC,"ed ancor Giuliano, silente e rarefatto che ogni tanto ci degna di presenza, di tanti film conosce l'antefatto, e della Fenech non potrebbe fare senza."
LMO,PMS,L' Aligherio?
SC,LIJ,"Sci, parlu de ti, povou Pinocchiu;"
VEC,LLD,"Vardame, ve preo:"
LMO,VEC,Doman bonora i fejarei liese sto sfoi a mè fiol.
VEC,LMO,"Per le penture èno invernichade, quele cosse luxeno sì ch'ell è una gran meraveglia."
VEC,NAP,", ma ra 'sente nò."
LLD,VEC,"I é usade, co l é dinultima, a dì ogniun el contrario de chel che l disc un outro."
LLD,LIJ,"Ci che l nasce musc, el more musc el disc un Vecio Dito."
EML,PMS,"Tant al fé, tant al brighé da fèr scupièr pr infén al colêra!"
LLD,VEC,"I à vorù anche un cercio inpó ra testa, parceche i é tanto de jeja:"
VEC,SC,"L'instate non abitano in le zitade perché lì moriraveno, ma stano tuti fuora della tera a suo zardini:"
LLD,LMO,"L ea bel cioudo, tiraa nafré de aria, r aga ra no fejea sussuro:"
FUR,SCN,Si no te starrisse cu me.
VEC,LMO,nonn è zente del mondo che sia chusì obediente al suo signior chome è i Tartari.
LMO,ROA_TARA,"é mmö ch'hä tturnate cüsse figghje tóu, ch'hä ssciupate tütte a ròbbe ch'i mmale fémmene, tóu ha accèise che jjidde nu vetiedde grässe."
LLD,LMO,Torna alolo dal tò pesceto e dì che voi voi deentà ra femena del Goernador.
SCN,FUR,"Mai, mai, mai!"
VEC,LMO,Sei che no se pó:
LLD,VEC,"dinultima, da Antonio son passà sun brazo de Gian Luigi, che l me craiaa:"
VEC,LLD,"Daerseme, te preo:"
VEC,LMO,"La donna lo fissa appena un istante, poi lo passa alla sorella in attesa:"
VEC,LLD,"No n arae mai oussà te ciapà, te sos coscita pizo Te lascio 'sì:"
SCN,NAP,Qual è 'a previsione a 5 juorni?
ROA_TARA,NAP,Comme vulesse dicere:
NAP,LMO,"Basta va!... mò ve conto 'a cerimmonia... A verità, troppa bella, che emoziona!.."
LLD,VEC,"Na ota, rejina, te sees tu ra pi bela ades l é Biancognee che luje come na stela."
LMO,VEC,El ge n'è de zinque maniere de grue:
LIJ,VEC,Ce na puza!r à dito ra marchesina.
ROA_TARA,LMO,Me faie mangòie u fiòte e me faie preoccupòie.
SC,FUR,e soredut A cui vuelistu che i interessi?.
VEC,LLD,"Sciora Felizita, gnanche ió no son tanto parsuaso de Vos."
LIJ,VEC,"Ed è i mior e i plui belli bagni che sia al mondo, ed èno d'aqua sorzente."
LIJ,LMO,Finiscila de rie! disse u Geppettu inbuzzunòu;
LLD,VEC,Besen che m invente algo par i brincà l à pensà.
NAP,PMS,Lo legnio è molto forte ed è zallo chomo bosso;
LLD,VEC,no n é un spago pi stagno de chel.
NAP,VEC,"digo veramente che queste ixolle, delle quale ve n'ò dito de sopra, è tanto verso tramontana che lla stella tramontana remane alchuna chossa verso mezodì."
VEC,SC,Il plezzo essele quindici eulo.
LIJ,SCN,I assascin scuran u Pinocchiu;
LLD,VEC,Ma ra saea che l specio el dijea senpre l vero.
LLD,VEC,Alcuante dis dapò Biancognee l é deentà ra femena del prinzipe.
LMO,VEC,"Mamma non c'è manco da Michele e Franco, non riusciamo a trovarlo!mè a fà le cùnde dèsgrazziàte, nò cù le fràte tùve!"
LMO,VEC,Ch' sta bbèlla jurnèt m'è proprji jav'zà?
LLD,VEC,Se sà che ra sorizes es é goroses de formei:
NAP,LIJ,... Belle ste anciue cua testa!
LLD,VEC,"r à dito na formiuca sbalzina, che ra se godea a se fei menà a spasso da ra rujes."
LIJ,VEC,"A dì ra verità, son drio a solerà."
PMS,VEC,"Ma scì, es costa poco."
EML,PMS,"Al can al s infurié, al s instizé, al dé un stratån ala cadäṅna, ch'la scapé d in man al servitåur."
LLD,SC,"Varda mo, su ra soracuerta no n é su boles."
SCN,LIJ,che sta votta tia faiemu arvî niatri!
LLD,NAP,Spero che ca de nafré te l capisces.
SCN,VEC,'A carità!..
LLD,VEC,"I sartuos de Pariji i l à beleche dito, chi de Torino i l à confermà;"
LMO,NAP,"No, niente, abbia un attimo di pazienza."
LIJ,LMO,E u ghe levò u cullæn da can.
LLD,VEC,"pitosc maridete con un saco pien de sode, maridete con un banco pien de zedoles, maridete con un libreto de ra Cassa de Risparmio!"
NAP,LIJ,Aspêtòn chia barca a turnesse a galla;
VEC,NAP,Sta semmana chiove?
VEC,NAP,I' voglio stà cuieto!
LLD,LMO,"Fejéme desmontà alolo!Ma ca no n é fermades l i disc el bilietario, zenza perde ra passienza.i craia chel noios."
LLD,VEC,"Par i pi poerete l é ra veceta che vende puina, l òn de ra castegna rostides, l òn che vende zigoi... Vedesto ra fedes?"
EML,LMO,Spèta ch'a vói dmandèr a Dai Dai Mo s'l um pôl vgnîr incånter con i sû bagâi.
LLD,VEC,Chera ciasa r ea propio stranba.
EML,PMS,"Al tiré fòra un curtèl, digànd:"
SCN,VEC,"'A razzimma La razza, in senso spregiativo."
LMO,VEC,Chome Chinchis Chaan feze oste contra Prete Zane per la risposta i reportà i suo' anbasiatori.
LIJ,SCN,"Canta pü, Grillu câu, cumme te pâ e te piaxe:"
ROA_TARA,SCN,nun 'a credite.
SCN,SC,putésseme arrecurdarlu ogni annu accuntendènne tanda crjaturi.
LIJ,SCN,"Anchora sapiate che questo Gran Chaan à ben vintizinque altri figlioli de soe chuchubine, i quali sono boni e valenti per arme, e zaschaduno de lor è grande barone."
LMO,LIJ,criò a Vurpe sdegnanduse e ciamanduse ofeiza Diu te n'avarde!
VEC,LIJ,Et egli respoxeno ordenatamente a tute quelle cosse ch'elli aveano a dire.
LLD,LIJ,L ea algo de bel a ra vede:
LLD,LMO,ra Vostra femena ra no pó lanpà ra mosces parceche es sporca ra toaies e ra lastres.
VEC,LLD,Nuia de pi fazile.
VEC,LLD,Na ota ei stà da el inze botega e l ei vedù:
LMO,EML,Tûm mò quall che t vû.
SCN,LIJ,"Oh, che bellu scignuru, alua, che saieiva!"
VEC,NAP,e sì sse vesteno dello chuoro delle bestie che i prende;
LLD,VEC,"Chi jate stizosc i lo fejea propio ride, e co l é dinultima l à dito:"
LLD,VEC,"Ce ebe gnon ió?TEODORO, l i respondea l caal:"
LIJ,PMS,ma dapöscia u sia dette ch'u sciurtiva dai purmuin du mustru.
LMO,LIJ,"disse alua i pescuei, ch'ean arecügeiti inscia ciazza;"
LIJ,SCN,E u fe' l'attu de sciurtî.
VEC,NAP,Non vi dico altro.
SCN,LMO,"la Vostra salma andava,si,inumata;"
SCN,LMO,disse alua u Muchettu Damm'ament'a mie:
LIJ,LMO,Ma no mi à mai displasût.
LMO,PMS,"Ch'a m'un sia sbajae va là, a j'arcaunt:"
VEC,LLD,"Se l capìa alolo parceche, se 'siaà a l ciatà, el el ve dijea:"
VEC,LLD,"I se bete un visavì chel outro, i alza su i nase e i poia un su l outro."
LLD,VEC,"Booro l balaa e ra 'sente ra tornaa a se scentà 'sò, ma ra capìa polito ce che suzedea."
LLD,LIJ,"Coscì, inveze de petà 'sò ra zitas, cotaron ra vares."
LIJ,SCN,u tiatrin di mariunetti.
LIJ,VEC,"Ciarcian è una provinzia ch'è altrosì della Gran Turchia, et è dentro griego e levante."
ROA_TARA,EML,"Ed è na véte che jé m'nghènde a stu spettacue, e m'nghènde angòre a guardò, e stòche dò, tòtt'affratòte."
LLD,PMS,"ma t as ra tò onjetes e boi dentuche, e te te ra caaras desseguro."
LLD,VEC,"Se i me dà ra stela Jato alolo, ben."
LIJ,PMS,"'na lengua mai tantu larga e mai tantu lunga, ch'a paiva u strazettu de 'n giardin."
NAP,ROA_TARA,"Ov'avanzòte ne picche de menéstre, datangille o nònne."
SCN,LLD,la zità maistra è Chugievil.
LMO,LIJ,"Portajàll, mandarìn e frutta frèsc'ch!"
NAP,PMS,'O parachiòppeta?
LIJ,VEC,Anchora de questi inchantatori d'i qual ò dito de sopra:
NAP,VEC,èno Armini ed èno sotoposti al Tartaro.ène molte chastelle e zità;
NAP,VEC,al che 'o farmacista conclude:
LLD,VEC,Ma duta chera lagremes es no podea de seguro ra fei tornà su ra tera.
SCN,VEC,E allora nun avevate visto che il semafero era rosso?
LLD,VEC,E no dajasson via ra nostra Biancognee gnanche par duto l oro del mondo i à respondù i nanete.
LIJ,SC,T'ö che tou digghe?
NAP,SC,"'e llastre, chi scassata e chi affucata da 'e ffelinie."
LMO,PMS,Tu mò t' n'va e jì nènt t' pòzz da!
NAP,ROA_TARA,Ind'o pendagrèmme tra spazie e réghe stònne nvéle.
LMO,LIJ,E chi l'é che ghou tiò?
EML,LMO,E fa Vasèli baténd e' pógn sla bàursa e sàura chi dó bomboloni ch'i n'à vu gnenca e' témp ad squansæss.
NAP,SCN,Che temperatura ce sta oggi?
LMO,NAP,"Ma jì u sàcc 'ndò si jùt a stà Mo fàcc na còrz, t'a vèngh a purtà!"
SCN,NAP,Sta bbellezza m'ha comu 'mbriacatu e ti pace mi sentu inondatu;
LIJ,SCN,cuntinuò a dumandâghe u paizan.
NAP,VEC,"Re pane è ne dòne de Déie, s'òva amaie!Aggère, còrre, se fèrme, sénde u addaure du arruste, strènge tra le déinde l'òusse e fìusce."
VEC,LLD,el disc el scior Ejisto canche el se varda inze l specio.
LMO,LLD,o borrar del mapa els grans estats nacionals i trobar una harmonia democràtica entre Unió Europea i Regions Europees
SC,LMO,Spenderai la tua vita per questo.
SCN,FUR,Mi à simpri plasût dissegnâ e lavorâ cu la ceramiche.
LMO,NAP,E jì p' prima cós jév 'llà Da pìcqu'l fujév 'pprèss a na l'scèrt dìnt a vìgn!
VEC,LLD,"El ré l à portà despiajé par un an, epò l s à maridà danoo."
LLD,LMO,no vedeo che no n é ra strada?
VEC,LMO,"Or avete odito de Baldacho e del texoro, mo' ve dirò de Turis."
SCN,LIJ,ripete' u Gattu.
SC,ROA_TARA,... o state scherzando?
LLD,PMS,Gnero che l te somea?
LIJ,FUR,"Buñanötte Pinocchiu, e chou çê u t'avarde daa ruzâ e dai assascin."
VEC,LLD,"Ah, l m à tradì.Pare, lascialo fei, vedaré che se comeda duto."
LLD,SC,Tu te sos el paron de ra zità e de dute i zitadis.
LLD,VEC,co l é ra fin el no n à pi abù l corajo de fei chel che l aea da fei.
VEC,LMO,"In antigo tenpo andava la signioria per ereditade, ma dapo' che i Tartari la conquistò, non à plui heredità, ma el Tartaro i manda signor sì chome i piaxe."
ROA_TARA,NAP,"Ce parle, dìcene ca sbaglie, ma a sbagliò, déce u nònne, sò le giùvene, ca sènz'esperiénze, crédene de sapaie tutte."
LLD,VEC,"No ve zufade, vos doi sofiaa l vento del Monte Rosa."
VEC,ROA_TARA,"E inveze l loo l é, outro che!"
NAP,ROA_TARA,"Nan avéta scé a frennèsce ind'a spetòle, n'galère oppìure o capesènde."
SCN,LIJ,"U fe' atri çentu passi in avanti, e ninte:"
FUR,VEC,I Vece Dite i taje.
SC,LMO,"Da Voi vorrei saper,vile carogna, con quale ardire e come avete osato di farvi seppellir,per mia vergogna, accanto a me che sono blasonato!"
NAP,SCN,"Viuline, accumpagnateme nzurdina, e vuie, chitarre, nun ncasate 'a mano:"
LMO,FUR,L'agnul de muart i rispuint cuntune domande:
LLD,NAP,"Alora, se aé trentadoi dentes, ce voreo da mi?"
LMO,PMS,L'è l'instaeda ch'l'a m froiga:
LMO,PMS,"Tienivelo pura, ades ei Isabela."
VEC,LLD,"Ma son seguro che te pos ruà a ciapà 7, fosc anche 8."
LLD,LMO,Con chesto no voi mia dì che ra Vostra femena see un pescion.
LMO,VEC,e mantiensi per si senza altra segnoria Eli àno re che i mantien bona segnioria.
LIJ,VEC,"Or sapiate che lui se schuxiava per umanità, ché l'era homo de santa vita, ed era onesto e chasto, e guardavasse da ogni pechato."
LLD,PMS,000000002 Contà barseletes.
EML,VEC,Mo anc in gajóffa Ugolino ai gèva di gran vitupêri:
LLD,EML,"L editåur l êra sänper quall, Tamari."
LLD,PMS,"Da chel s à podù capì che i ciaei verdes de Poulino no n ea ciaei ma erba, erba bela moliza e che ra crescea in prescia."
LLD,VEC,"L é passà doi cazadore, che inze un vede e no ede i à ciapà l orso co ra rede."
LIJ,VEC,Aa fin u fe' 'n sâtu e uu traversò:
VEC,LMO,Or laseremo de questa chontrà e sì ve chonterò della provinzia de Chaschar.
LIJ,LLD,Vanni püre a inviâ i tö cunpagni pia culaçiun de duman:
NAP,ROA_TARA,Che tiemp' farrà a nuvembr' in Brookneal?
NAP,VEC,"Così, co' panariello d'a riffa, cinque numeri estratti e con la Smorfia, le tre Parche eterne stabbiliscen' 'a vita toia!"
EML,LMO,E'saul dla Marècia u t'imbarbajéva j'occ t e' spiazael di spacasàss.
NAP,SCN,Fatto a vino Brillo.
SC,SCN,"Il suo lavoro, mi disse un giorno, cominciava di buon'ora, la mattina."
NAP,VEC,Qual è 'a previsione p''e 15:04 in Georgia p''e condizioni nuvolose a Valley View?
LLD,VEC,"T ei ciamà par te dì che da ca inaante no voi pi vede chel pitoco, fiol de chel bon da nuia de sa pare."
SCN,VEC,Li berbixi et li moltoni e gli bechi fano egli ben guardar agli pastori.
VEC,LLD,Es à jaà na buja e es à fato inze fo;
VEC,FUR,"ed è tal de llegnio, tal de tera e tal de piera;"
LLD,VEC,na pena par fei i conpite de ra vacanzes.
LLD,FUR,"daante de el se scenta i sò pize, e i scomenza alolo a se zufà parceche dute vo se bete daante ra fonestrela."
NAP,VEC,"A lui l'onore, non facile né lieve, d'impaginare 'sto sito ridanciano, dando il Cozzaro a chi la Raffo beve."
LLD,VEC,"Co rua l tenporal, ra neoles es é contentes e es se bete a 'suià coi zoles:"
LLD,VEC,"Na sera ra i contaa de ra steles al scior Moriconi, che ignante l ea un spazin epò un jato negro co na stela bianca daante."
LIJ,VEC,Egli viveno de merchadantia e d'arte et àno molto belle vignie e possesion e zardini.
PMS,VEC,"Virgiliana Doje purticese Siente, si vide."
LLD,LMO,"Ah, ades on capì parceche te dijees che ra coda ra no n é pi de moda..."
LLD,VEC,Drio l pian l ea alcuante coles che i lo paraa da r aria.
NAP,VEC,"ce vòle De ne vedéme crà, tiue de sechìure che stà, je...mah, je spère de petètte angore vedà."
LLD,VEC,"Par fortuna ra ciasa r é granda e l é piaza par dute, fin che no n aaron da se tramudà.(Scusame se digo danoo ra mea, sciora diretora:"
SC,VEC,et sono tute indorade.
LIJ,PMS,chi l'é ch'u ritröva?
SCN,NAP,"La vita, si sape, è ffatta a ttiraturu:"
NAP,SCN,'E spezziale ca.
ROA_TARA,FUR,"Lare e ludre, cence vergogne."
SCN,LIJ,"Ti fæ mâ, Pinocchiu!"
ROA_TARA,LIJ,Avè pèrse u trène de re dèce.
LLD,LIJ,"I no n ea parsuase de algo e coscì, par reclamà, i à ocupà r Università."
LIJ,VEC,E la provinzia à nome Thangoth.
LIJ,NAP,"pìssene ch'é fatte sæpurite, e mo dinde æ 'sta panze m'haje ælluggiæte."
SC,VEC,Lu Bambinèllu re surredja e stennja re brazzoddre viérsu de lore.
EML,PMS,Ala fén dla stòria Ränz e la Luzî i psénn maridères:
SCN,NAP,La duméneca appriéssi la fémmena vénne n'ata vota e nge purtavu a lu maritu puru nu bèllu gaddru mbuttitu.
SCN,NAP,Ju nun sacciu cumme te trattene addu sì mo'.
NAP,LMO,"Suonate or ora le vostre trombe, rullate forte forte i vostri tamburri, a tutta Cannéla facìmme gli auguri."
SCN,VEC,"Da presso vedi Paolo, detto U lione che insieme a Gion, suona e beve spesso, i suoi capelli ti danno spiegazione del soprannome che ti ho citato adesso."
LMO,ROA_TARA,"figghje, tóu sté sémbe che mmai, é ttütte i bbane mèi sò' ppóure i tóu;"
VEC,LMO,"E se 'l Grande Chaan morisse zento zornate lonzi da quella montagnia,sì firave portato el suo chorpo a sepellire a quella montagnia."
LLD,VEC,"Ben, on fato istesso un bel viaseto ra i à respondù ra Sardegna pa ra consolà."
ROA_TARA,VEC,L'episodio narrato si svolse nella notte tra il 2 e il 3 marzo 1944).
LMO,LIJ,tachia te i to tac!
SCN,NAP,Pecché se mangia tandu?
VEC,LMO,Or ve ò chontado de quel piano e de quelle zente che fa vegnir la oschurità per robar.
LMO,VEC,"I 'sironaa dintorno zenza mai l perde de ocio, e i se tiraa zignote:"
LLD,VEC,"Cemodo oussesto me ciamà tò femena, se ades son ra femena del Goernador?"
LMO,LIJ,"Filomena par piaser, rompa zù al salvadanär;"
VEC,LMO,El penel el no se moea.
SC,VEC,"Con classe, prosa alata ed ironia lui ogni tanto posta punzecchiando, polemico, ma senza acrimonia, sostiene le sue tesi senza sbando."
LLD,VEC,"On poià i comedoi sun toura e vardaon ra nona, che r à na gran pratega de castiei de cartes."
LMO,VEC,"Io non so ben ridir com'io v'entrai tanto era pien di sonno in quel momento poiché a notte fonda, a Santomaj cercavo siti porno a pagamento."
VEC,LIJ,"Et sono idolatri, e 'l n'è cristiani e de quelli à la leze de Machometo."
VEC,PMS,"Se me dià a i curà, vin dago mese."
VEC,LMO,"In questo regniame de Tenochain è molto beli destrieri, li qual se mena in India a vender:"
LLD,VEC,"Va benon, te speton da res sié l i à respondù Porzeluco Brao."
SCN,LIJ,"Repiggianduse 'n pô dou so primmu stüpû, u disse cianzendu e mugugnandu:"
LMO,VEC,"E ades, ce one da fei de el ?"
LLD,VEC,"Gran e catio, senpre infamentà e coi dentes a ponta e ra zates peloses."
NAP,VEC,Vi siete presa 'a limunata?.
NAP,VEC,egli viveno de bestiame e lla mazior parte manzano zervi;
LMO,LIJ,E sta surpreiza quæ a fü?
LIJ,SCN,E ti che cuncettu ti n'hæ?
VEC,LMO,epò l gneeghea paonazo e color naranza.
VEC,LMO,No vado adora a m infiatì che te me pares via e te scares fora su par el mè coscin l tò tafanario.
LLD,VEC,Saeo me dì se da sta bandes l é un pra co nafré de erba bona?
SC,VEC,"lei scuote dolcemente il suo cestino e ne trae un suono bizzarro, che sa un po' di dolce, un po' di pianto."
VEC,LLD,"Canche ruon inze l cianpo, el loo l me ficia alolo inze un saco epò l me magna."
LIJ,FUR,Dispès a stan ben insiemi.
LLD,VEC,"I vorea 'si a vede l Colosseo, ma ra porta r ea stopada, duta ra portes es ea stopades dai jate, no se podea passà aneó."
VEC,FUR,"Furio Honsell, pal Gruppo Misto."
SCN,LMO,Tutta surpresa allora e rrussicchiata:
VEC,LIJ,Ma l no n ea un macaco;
NAP,VEC,"S Pietro chiama tutti guagilò perché lui si sente più vecchio, nel senso che è stato uno dei primi cristiani a convertirsi e farsi santo);"
LLD,VEC,L à molà l pesceto fora da ra rede e l sin é tornà a ciasa.
